code,name,price,change,change_percent,high,low,volume,amount,total_mv,float_mv,pe,pb,turnover_rate,market
300857,协创数据,209.32,-5.48,-2.55,217.45,206.81,7633100,1614380000.0,724.5,16.5,62.22,257.76,2.22,深市A股
603269,海鸥股份,13.4,-0.35,-2.55,13.98,13.38,8603700,117210000.0,41.37,4.34,43.14,15.13,2.79,沪市A股
300246,宝莱特,14.93,-0.39,-2.55,16.25,14.91,20547600,317760000.0,39.51,3.45,-55.3,18.38,9.72,深市A股
600727,鲁北化工,7.65,-0.2,-2.55,7.98,7.63,34047100,264300000.0,40.44,1.26,105.66,8.64,6.44,沪市A股
600803,新奥股份,22.18,-0.58,-2.55,22.95,22.16,9706300,217830000.0,686.65,2.79,14.67,25.04,0.32,沪市A股
300983,尤安设计,29.02,-0.76,-2.55,29.96,28.98,649500,19110000.0,50.15,1.77,-22.76,35.74,0.55,深市A股
688382,益方生物-U,19.02,-0.5,-2.56,19.9,18.94,1081484900,208560000.0,110.0,7.15,-34.72,23.42,1.87,沪市A股
300191,潜能恒信,38.43,-1.01,-2.56,40.38,37.88,16655200,644390000.0,122.98,11.58,-232.85,47.33,7.53,深市A股
600874,创业环保,6.08,-0.16,-2.56,6.29,6.06,18511000,114130000.0,95.48,0.93,11.07,6.86,1.5,沪市A股
300773,拉卡拉,22.88,-0.6,-2.56,23.6,22.82,26904900,623970000.0,177.7,5.32,50.6,28.18,3.66,深市A股
000655,金岭矿业,8.77,-0.23,-2.56,9.04,8.74,9448700,83890000.0,52.21,1.49,19.48,9.9,1.59,深市A股
002895,川恒股份,39.52,-1.04,-2.56,40.54,39.31,6918500,275180000.0,239.45,3.26,25.03,44.62,1.16,深市A股
301116,益客食品,9.88,-0.26,-2.56,10.34,9.88,3403800,34230000.0,44.36,3.01,44.28,12.17,0.76,深市A股
688112,鼎阳科技,38.28,-1.01,-2.57,39.65,38.23,131582500,51080000.0,61.09,3.81,42.85,47.15,0.82,沪市A股
003038,鑫铂股份,14.4,-0.38,-2.57,14.82,14.33,4845900,70610000.0,35.09,1.17,20.84,16.26,2.97,深市A股
300517,海波重科,11.0,-0.29,-2.57,11.45,10.97,3377300,37960000.0,22.05,2.18,95.83,13.55,2.72,深市A股
600230,沧州大化,18.6,-0.49,-2.57,19.49,18.5,19988800,378710000.0,77.0,1.91,277.58,21.0,4.83,沪市A股
002449,国星光电,7.59,-0.2,-2.57,7.84,7.59,14025200,107970000.0,46.94,1.23,91.1,8.57,2.27,深市A股
688216,气派科技,26.9,-0.71,-2.57,28.11,26.9,183471100,50430000.0,30.88,4.94,-41.09,33.13,1.73,沪市A股
301469,恒达新材,31.12,-0.82,-2.57,32.28,31.12,857300,27170000.0,27.85,2.02,40.68,38.33,1.86,深市A股
000681,视觉中国,20.07,-0.53,-2.57,20.64,20.05,21159000,430510000.0,140.61,3.89,169.35,22.66,3.13,深市A股
605177,东亚药业,20.85,-0.55,-2.57,21.61,20.7,1528600,32330000.0,23.92,1.41,-23.76,23.54,1.36,沪市A股
688011,新光光电,68.1,-1.8,-2.58,71.57,67.66,283394900,197670000.0,68.1,6.45,-180.8,83.88,2.84,沪市A股
300941,创识科技,19.66,-0.52,-2.58,20.41,19.64,2791900,55870000.0,40.25,3.15,72.39,24.22,2.63,深市A股
300970,华绿生物,23.4,-0.62,-2.58,24.5,23.28,2954600,70060000.0,28.69,1.86,-60.32,28.82,3.11,深市A股
600369,西南证券,4.15,-0.11,-2.58,4.3,4.14,58893800,246880000.0,275.77,1.05,25.96,4.69,0.89,沪市A股
300814,中富电路,80.33,-2.13,-2.58,83.27,79.95,4512100,366800000.0,153.78,9.35,403.67,98.95,2.36,深市A股
603260,合盛硅业,40.46,-1.07,-2.58,41.86,40.25,5505700,225860000.0,478.32,1.49,27.48,45.68,0.47,沪市A股
001301,尚太科技,74.28,-1.97,-2.58,76.95,73.21,5483600,409630000.0,193.72,2.86,23.11,83.88,2.95,深市A股
605399,晨光新材,13.98,-0.37,-2.58,14.44,13.95,3363400,47570000.0,43.65,2.03,105.53,15.79,1.08,沪市A股
002165,红 宝 丽,9.81,-0.26,-2.58,10.22,9.8,74319000,742160000.0,72.13,3.53,123.31,11.08,10.21,深市A股
300050,世纪鼎利,6.4,-0.17,-2.59,6.62,6.39,23097400,149930000.0,34.87,8.52,224.98,7.88,4.24,深市A股
300670,大烨智能,6.39,-0.17,-2.59,6.62,6.37,7832000,50870000.0,20.25,3.55,255.19,7.87,3.49,深市A股
301629,矽电股份,238.5,-6.35,-2.59,245.65,236.88,809300,195000000.0,99.52,8.54,108.33,293.82,4.22,深市A股
688552,航天南湖,42.84,-1.14,-2.59,45.25,42.73,736828400,322380000.0,144.48,5.59,452.18,52.78,8.49,沪市A股
301421,波长光电,82.45,-2.19,-2.59,85.4,82.4,1682600,140620000.0,95.41,7.99,258.15,101.57,3.63,深市A股
601225,陕西煤业,25.59,-0.68,-2.59,26.45,25.45,48227500,1242480000.0,2480.95,2.56,14.99,28.9,0.5,沪市A股
300553,集智股份,37.96,-1.01,-2.59,39.47,37.96,2176800,84220000.0,42.14,4.95,220.65,46.76,2.58,深市A股
600785,新华百货,16.95,-0.45,-2.59,17.55,16.93,4072000,70090000.0,38.24,1.68,28.35,19.14,1.8,沪市A股
688138,清溢光电,25.91,-0.69,-2.59,26.67,25.88,155814000,40930000.0,81.56,2.94,43.58,31.92,0.49,沪市A股
688602,康鹏科技,7.52,-0.2,-2.59,7.76,7.52,522404700,39860000.0,39.06,1.44,-64.51,9.26,2.01,沪市A股
001223,欧克科技,45.5,-1.21,-2.59,47.48,45.5,633900,29390000.0,42.48,2.18,123.88,51.38,0.68,深市A股
605589,圣泉集团,28.83,-0.77,-2.6,29.69,28.83,11936500,348000000.0,244.01,2.38,28.12,32.56,1.41,沪市A股
688099,晶晨股份,79.2,-2.11,-2.6,82.87,79.2,845462900,683920000.0,333.56,4.54,38.21,97.57,2.01,沪市A股
600486,扬农化工,75.0,-2.0,-2.6,78.1,73.5,5197200,391170000.0,303.99,2.65,23.64,84.7,1.29,沪市A股
600968,海油发展,4.49,-0.12,-2.6,4.65,4.48,54662100,248670000.0,456.41,1.54,11.75,5.07,0.54,沪市A股
000697,ST炼石,9.35,-0.25,-2.6,9.69,9.31,6247900,59120000.0,130.53,3.9,-25.2,10.08,0.96,深市A股
000886,海南高速,5.63,-0.15,-2.6,5.84,5.62,14055100,80390000.0,55.67,1.84,90.52,6.36,1.44,深市A股
688319,欧林生物,29.06,-0.78,-2.61,31.2,29.0,1185588200,358450000.0,117.9,13.05,529.64,35.81,2.92,沪市A股
300539,横河精密,27.24,-0.73,-2.61,28.15,27.24,4018300,111140000.0,73.03,6.29,192.18,33.56,1.84,深市A股
603619,中曼石油,34.37,-0.92,-2.61,35.58,33.96,25792500,893250000.0,158.91,3.73,21.89,38.82,5.58,沪市A股
002539,云图控股,14.2,-0.38,-2.61,14.61,14.17,17271800,247230000.0,171.5,1.85,21.32,16.04,1.96,深市A股
688689,银河微电,30.65,-0.82,-2.61,32.1,30.65,236416900,74220000.0,39.51,2.86,49.15,37.76,1.83,沪市A股
000520,凤凰航运,4.11,-0.11,-2.61,4.26,4.1,13814900,57680000.0,41.6,10.33,-50.3,4.64,1.36,深市A股
600426,华鲁恒升,36.2,-0.97,-2.61,37.87,36.05,24630500,907840000.0,768.59,2.32,23.18,40.89,1.16,沪市A股
600708,光明地产,3.36,-0.09,-2.61,3.77,3.36,48962700,173140000.0,74.88,0.82,-7.9,3.8,2.2,沪市A股
301135,瑞德智能,26.86,-0.72,-2.61,27.82,26.86,1078800,29520000.0,27.38,2.19,71.63,33.1,1.41,深市A股
002293,罗莱生活,10.02,-0.27,-2.62,10.37,9.99,7310700,73930000.0,83.55,2.09,19.3,11.32,0.88,深市A股
600116,三峡水利,6.7,-0.18,-2.62,6.92,6.7,37790000,256060000.0,128.11,1.14,41.37,7.57,1.98,沪市A股
301305,朗坤科技,23.37,-0.63,-2.62,24.11,23.32,4058300,96060000.0,56.38,1.49,26.15,28.8,3.28,深市A股
300821,东岳硅材,11.15,-0.3,-2.62,11.46,11.05,17125000,192470000.0,133.8,2.71,-692.93,13.74,1.43,深市A股
300371,汇中股份,12.25,-0.33,-2.62,12.73,12.22,2634100,32780000.0,24.65,2.11,37.23,15.1,1.96,深市A股
002141,贤丰控股,3.71,-0.1,-2.62,3.87,3.7,17278600,65380000.0,38.32,4.61,-33.91,4.19,1.7,深市A股
603158,腾龙股份,11.16,-0.3,-2.62,11.7,11.15,22800300,259080000.0,54.77,2.36,21.92,12.61,4.65,沪市A股
688256,寒武纪,983.0,-26.45,-2.62,1019.98,983.0,507537600,5072930000.0,4145.17,35.02,201.3,1211.34,1.21,沪市A股
603230,内蒙新华,11.88,-0.32,-2.62,12.26,11.87,4115200,49400000.0,42.0,1.5,12.42,13.42,1.16,沪市A股
300682,朗新科技,15.6,-0.42,-2.62,16.17,15.6,18016500,285200000.0,168.2,2.48,160.25,19.22,1.75,深市A股
688386,泛亚微透,78.5,-2.11,-2.62,81.6,77.8,170959400,135520000.0,78.19,8.51,69.17,96.73,1.88,沪市A股
300355,蒙草生态,3.7,-0.1,-2.63,3.81,3.69,23454100,87930000.0,59.36,1.38,167.76,4.56,1.81,深市A股
000564,供销大集,1.85,-0.05,-2.63,1.94,1.84,304643300,575800000.0,334.07,2.12,-25.24,2.09,2.07,深市A股
301175,中科环保,6.3,-0.17,-2.63,6.48,6.3,24632700,157250000.0,92.73,2.5,24.29,7.76,3.96,深市A股
000967,盈峰环境,8.51,-0.23,-2.63,9.2,8.5,61589100,540850000.0,269.51,1.58,52.48,9.61,1.95,深市A股
688061,灿瑞科技,29.6,-0.8,-2.63,30.63,29.45,141594100,42500000.0,34.01,1.45,-58.28,36.48,3.15,沪市A股
601616,广电电气,4.81,-0.13,-2.63,4.99,4.8,30495100,148960000.0,41.06,1.69,54.95,5.43,3.57,沪市A股
300617,安靠智电,55.75,-1.51,-2.64,58.88,55.5,5603800,317110000.0,92.38,3.2,50.38,68.71,4.03,深市A股
688052,纳芯微,147.88,-4.01,-2.64,155.8,147.37,300660100,455520000.0,240.49,3.17,-105.07,182.27,2.11,沪市A股
002975,博杰股份,70.2,-1.9,-2.64,72.66,70.11,3016400,214790000.0,112.53,4.92,76.91,79.31,2.85,深市A股
000819,岳阳兴长,14.37,-0.39,-2.64,14.82,14.24,4401200,64020000.0,53.1,2.5,84.11,16.24,1.2,深市A股
600784,鲁银投资,7.01,-0.19,-2.64,7.18,7.01,7821200,55500000.0,47.36,1.45,15.71,7.92,1.16,沪市A股
603296,华勤技术,80.13,-2.17,-2.64,82.88,79.75,9304200,753930000.0,813.91,3.15,20.08,90.53,1.63,沪市A股
000510,新金路,14.75,-0.4,-2.64,15.56,14.7,36411900,548590000.0,95.66,7.75,-152.95,16.67,6.0,深市A股
300973,立高食品,32.4,-0.88,-2.64,33.71,32.4,2149400,70920000.0,54.87,2.27,20.47,39.94,1.84,深市A股
600026,中远海能,22.0,-0.6,-2.65,23.09,21.66,95743300,2121220000.0,1202.35,2.59,29.78,24.86,2.76,沪市A股
300727,润禾材料,29.79,-0.81,-2.65,30.64,29.55,2220600,66830000.0,53.66,4.13,55.76,36.72,1.37,深市A股
002857,三晖电气,21.67,-0.59,-2.65,22.71,21.62,3416100,75520000.0,28.31,5.43,156.4,24.49,2.67,深市A股
301606,绿联科技,67.69,-1.84,-2.65,71.1,67.11,4385200,302150000.0,280.85,8.31,39.86,83.44,2.66,深市A股
300111,向日葵,4.03,-0.11,-2.66,4.18,4.03,36035800,147670000.0,51.87,7.54,662.74,4.97,2.8,深市A股
002391,长青股份,6.23,-0.17,-2.66,6.46,6.21,11439200,72250000.0,40.47,0.95,-33.74,7.04,2.46,深市A股
688178,万德斯,28.2,-0.77,-2.66,28.97,27.86,136608600,38600000.0,23.97,2.61,-21.07,34.76,1.61,沪市A股
002726,龙大美食,3.29,-0.09,-2.66,3.46,3.27,25968800,87650000.0,35.5,3.29,-2013.24,3.72,2.41,深市A股
688103,国力电子,51.67,-1.41,-2.66,53.47,51.67,124006200,64870000.0,49.25,4.36,69.75,63.7,1.3,沪市A股
002559,亚威股份,9.16,-0.25,-2.66,9.47,9.16,13899000,128980000.0,50.36,2.85,67.14,10.35,2.76,深市A股
600796,钱江生化,6.59,-0.18,-2.66,6.85,6.56,8525200,57190000.0,57.11,1.67,35.69,7.45,2.74,沪市A股
002064,华峰化学,10.26,-0.28,-2.66,10.7,10.24,31430200,325970000.0,509.16,1.86,27.41,11.59,0.63,深市A股
688656,浩欧博,121.59,-3.34,-2.67,127.36,121.59,37231800,46170000.0,77.19,9.41,332.68,149.92,0.59,沪市A股
603585,苏利股份,22.2,-0.61,-2.67,22.8,21.31,20372100,445280000.0,41.49,1.63,-382.5,25.09,11.15,沪市A股
300981,中红医疗,13.13,-0.36,-2.67,14.15,13.12,13990000,189250000.0,56.31,1.05,-64.63,16.19,3.56,深市A股
001283,豪鹏科技,69.01,-1.89,-2.67,70.9,68.42,5320900,369900000.0,68.97,2.0,75.58,77.99,6.99,深市A股
688239,航宇科技,56.52,-1.55,-2.67,59.22,56.5,430163200,249260000.0,107.74,5.38,57.96,69.68,2.26,沪市A股
000782,恒申新材,5.47,-0.15,-2.67,5.72,5.46,17815100,98330000.0,37.56,2.18,-53.47,6.18,3.37,深市A股
688066,航天宏图,19.66,-0.54,-2.67,20.67,19.55,1277561500,256880000.0,51.37,-15.48,-4.39,24.24,4.89,沪市A股
002617,露笑科技,7.3,-0.2,-2.67,7.56,7.3,49870700,369680000.0,139.37,2.21,54.02,8.25,2.66,深市A股
600173,卧龙新能,7.26,-0.2,-2.68,7.53,7.25,18986000,140080000.0,50.86,1.43,-27.2,8.21,2.71,沪市A股
000407,胜利股份,4.72,-0.13,-2.68,4.87,4.71,27078500,129320000.0,41.54,1.36,26.67,5.34,3.09,深市A股
600938,中国海油,40.0,-1.1,-2.68,41.45,39.9,58721300,2378090000.0,19011.98,2.37,15.57,45.21,1.96,沪市A股
002725,跃岭股份,14.89,-0.41,-2.68,15.28,14.88,5664200,85250000.0,38.12,3.7,80.77,16.83,2.67,深市A股
002856,美芝股份,11.24,-0.31,-2.68,11.7,11.21,4378200,50210000.0,15.21,18.3,-5.92,12.71,3.53,深市A股
003026,中晶科技,35.6,-0.98,-2.68,36.66,35.59,6716600,242310000.0,46.14,7.01,202.64,40.24,7.02,深市A股
603968,醋化股份,12.7,-0.35,-2.68,13.11,12.67,3475200,44670000.0,25.97,1.44,-25.01,14.36,1.7,沪市A股
301359,东南电子,19.92,-0.55,-2.69,20.85,19.88,2271200,46110000.0,23.94,2.84,52.21,24.56,3.32,深市A股
002339,积成电子,10.49,-0.29,-2.69,10.96,10.49,26119200,279590000.0,52.88,3.07,167.33,11.86,5.46,深市A股
300082,奥克股份,10.51,-0.29,-2.69,10.89,10.47,28482800,303940000.0,71.48,2.61,-44.89,12.96,4.2,深市A股
002916,深南电路,219.51,-6.07,-2.69,225.32,217.68,8601400,1906050000.0,1495.23,7.95,45.65,248.14,1.29,深市A股
300508,维宏股份,35.49,-0.98,-2.69,36.55,35.45,1852200,66610000.0,38.63,4.48,43.99,43.76,2.26,深市A股
600500,中化国际,4.34,-0.12,-2.69,4.47,4.32,34017800,149100000.0,155.73,1.37,-5.49,4.91,0.95,沪市A股
600586,金晶科技,5.78,-0.16,-2.69,5.97,5.76,34327500,200630000.0,81.92,1.49,135.46,6.53,2.42,沪市A股
300700,岱勒新材,13.0,-0.36,-2.69,13.55,12.98,4859300,64270000.0,51.61,5.93,-21.19,16.03,1.8,深市A股
002379,宏桥控股,27.08,-0.75,-2.69,28.2,26.37,35394200,956970000.0,3528.83,3.23,19.75,30.61,3.11,深市A股
000875,电投绿能,6.51,-0.18,-2.69,6.95,6.48,95362200,637800000.0,236.14,1.36,21.48,7.36,2.85,深市A股
600027,华电国际,4.71,-0.13,-2.69,4.82,4.69,231157600,1097460000.0,546.91,1.14,9.01,5.32,2.51,沪市A股
300324,旋极信息,4.7,-0.13,-2.69,4.88,4.69,35380800,169570000.0,81.2,2.94,-29.58,5.8,2.07,深市A股
301021,英诺激光,51.69,-1.43,-2.69,53.95,51.69,3315600,174080000.0,79.01,7.83,361.9,63.74,2.17,深市A股
600688,上海石化,2.88,-0.08,-2.7,2.99,2.87,48979000,143350000.0,303.63,1.31,-21.19,3.26,0.67,沪市A股
300174,元力股份,15.85,-0.44,-2.7,16.29,15.79,6412800,102610000.0,57.73,1.69,20.29,19.55,1.77,深市A股
603755,日辰股份,27.7,-0.77,-2.7,28.58,27.68,944500,26640000.0,27.32,3.5,32.44,31.32,0.96,沪市A股
301045,天禄科技,39.24,-1.09,-2.7,40.9,39.21,2257300,90140000.0,43.29,4.22,159.64,48.4,3.53,深市A股
603115,海星股份,43.95,-1.22,-2.7,45.2,43.2,13179400,579640000.0,106.31,5.15,66.07,49.69,5.45,沪市A股
301313,凡拓数创,28.41,-0.79,-2.71,29.6,28.35,1479000,42810000.0,29.39,4.08,-15.68,35.04,1.96,深市A股
600819,耀皮玻璃,7.17,-0.2,-2.71,7.42,7.16,7035600,51260000.0,70.03,1.69,51.64,8.11,0.94,沪市A股
002042,华孚时尚,4.31,-0.12,-2.71,4.48,4.29,58021000,254240000.0,73.3,1.27,-35.28,4.87,3.41,深市A股
000006,深振业Ａ,8.6,-0.24,-2.71,9.04,8.6,22410000,197070000.0,116.1,2.15,-7.4,9.72,1.66,深市A股
300257,开山股份,27.97,-0.78,-2.71,28.98,27.89,9153200,258850000.0,277.92,4.2,86.74,34.5,0.96,深市A股
300842,帝科股份,81.39,-2.27,-2.71,85.06,80.58,5343200,440500000.0,118.24,7.5,-42.77,100.39,4.14,深市A股
002321,华英农业,2.15,-0.06,-2.71,2.24,2.14,29265400,63890000.0,45.86,4.94,141.71,2.43,1.38,深市A股
600251,冠农股份,11.5,-0.32,-2.71,11.85,11.46,13141100,152800000.0,89.35,2.35,43.67,13.0,1.69,沪市A股
002193,如意集团,6.11,-0.17,-2.71,6.38,6.09,9476900,59130000.0,15.99,2.92,-2.77,6.91,3.62,深市A股
300772,运达股份,19.05,-0.53,-2.71,19.99,19.01,18600900,360430000.0,149.89,2.24,44.1,23.5,2.67,深市A股
603255,鼎际得,27.51,-0.77,-2.72,28.64,27.51,812100,22730000.0,37.03,2.33,-305.19,31.11,1.34,沪市A股
002024,ST易购,1.43,-0.04,-2.72,1.45,1.4,86674000,123140000.0,132.49,1.05,227.87,1.54,0.94,深市A股
002488,金固股份,11.08,-0.31,-2.72,11.57,11.06,14385100,162660000.0,110.29,3.15,475.78,12.53,1.56,深市A股
688660,电气风电,12.51,-0.35,-2.72,13.05,12.5,1191071500,151930000.0,166.8,4.03,-16.87,15.43,0.89,沪市A股
300323,华灿光电,9.64,-0.27,-2.72,9.99,9.55,47988100,465650000.0,156.46,2.38,-35.71,11.89,5.46,深市A股
688273,麦澜德,37.55,-1.05,-2.72,39.17,37.25,172414000,66210000.0,37.55,2.79,36.79,46.32,1.72,沪市A股
300267,尔康制药,3.93,-0.11,-2.72,4.08,3.92,64368800,256590000.0,81.06,1.81,-21.71,4.85,4.53,深市A股
000838,财信发展,2.14,-0.06,-2.73,2.27,2.14,26384200,58220000.0,23.55,5.74,-9.05,2.42,2.5,深市A股
688020,方邦股份,81.22,-2.28,-2.73,84.3,80.58,165705200,136600000.0,66.9,5.03,-78.39,100.2,2.01,沪市A股
300105,龙源技术,6.76,-0.19,-2.73,6.99,6.73,9772200,67040000.0,34.87,1.81,53.41,8.34,1.89,深市A股
300963,中洲特材,16.74,-0.47,-2.73,17.33,16.7,7556200,128560000.0,76.78,6.96,80.42,20.65,2.22,深市A股
300141,和顺电气,12.82,-0.36,-2.73,13.34,12.8,4938200,64410000.0,33.06,5.0,-123.49,15.82,1.94,深市A股
002769,普路通,10.67,-0.3,-2.73,11.06,10.66,6501000,70530000.0,39.83,3.37,-47.1,12.07,1.74,深市A股
600141,兴发集团,33.38,-0.94,-2.74,34.43,33.2,17808700,599760000.0,401.14,1.84,25.05,37.75,1.48,沪市A股
688772,珠海冠宇,15.6,-0.44,-2.74,16.15,15.58,2545989700,403660000.0,176.62,2.41,37.45,19.25,2.25,沪市A股
600584,长电科技,38.75,-1.09,-2.74,39.6,38.55,40400500,1576960000.0,693.4,2.46,43.08,43.82,2.26,沪市A股
600063,皖维高新,6.74,-0.19,-2.74,7.01,6.7,41731400,285490000.0,139.46,1.66,32.13,7.62,2.02,沪市A股
301083,百胜智能,17.76,-0.5,-2.74,18.33,17.75,1710900,30910000.0,31.59,3.78,95.66,21.91,2.0,深市A股
600871,石化油服,2.84,-0.08,-2.74,2.94,2.83,141546700,407500000.0,538.38,5.82,81.72,3.21,1.04,沪市A股
300750,宁德时代,401.7,-11.3,-2.74,416.95,401.58,24925600,10159880000.0,18333.06,5.44,25.39,495.6,0.59,深市A股
300555,ST路通,12.37,-0.35,-2.75,12.86,12.27,2300500,28850000.0,24.74,5.21,-42.58,15.26,1.16,深市A股
000637,茂化实华,4.59,-0.13,-2.75,4.77,4.59,14206300,66520000.0,23.86,4.3,-28.62,5.19,3.9,深市A股
300094,国联水产,3.18,-0.09,-2.75,3.3,3.18,29414200,95420000.0,35.88,3.48,-4.83,3.92,2.66,深市A股
688556,高测股份,13.08,-0.37,-2.75,13.98,13.05,2916578000,392010000.0,108.67,2.76,-267.75,16.14,3.51,沪市A股
300618,寒锐钴业,41.38,-1.17,-2.75,42.59,41.35,6860900,287240000.0,128.15,2.29,63.56,51.06,2.52,深市A股
300292,吴通控股,4.59,-0.13,-2.75,4.76,4.58,42631500,198190000.0,61.59,4.4,66.73,5.66,3.82,深市A股
600378,昊华科技,30.39,-0.86,-2.75,31.46,30.31,4915300,151150000.0,392.03,2.18,37.2,34.38,0.46,沪市A股
002156,通富微电,41.33,-1.17,-2.75,42.58,41.21,33875600,1416750000.0,627.22,4.13,92.57,46.75,2.23,深市A股
301656,联合动力,21.19,-0.6,-2.75,21.91,21.11,12965900,279100000.0,509.58,5.51,54.45,26.15,6.37,深市A股
300763,锦浪科技,99.9,-2.82,-2.75,104.7,99.45,21342200,2164260000.0,397.66,4.37,57.54,123.26,6.64,深市A股
603878,武进不锈,7.44,-0.21,-2.75,7.69,7.42,8870900,67020000.0,41.75,1.59,53.48,8.42,1.58,沪市A股
688299,长阳科技,16.61,-0.47,-2.75,17.26,16.56,332776000,56200000.0,47.74,2.46,-33.03,20.5,1.16,沪市A股
300647,超频三,5.99,-0.17,-2.76,6.23,5.99,8638300,52620000.0,27.39,4.78,-6.55,7.39,1.89,深市A股
688623,双元科技,84.92,-2.41,-2.76,87.7,84.5,44187500,37870000.0,50.22,2.37,77.88,104.8,2.31,沪市A股
300731,科创新源,65.77,-1.87,-2.76,69.17,64.3,7355100,489120000.0,83.29,13.33,481.99,81.17,6.12,深市A股
301590,优优绿能,164.62,-4.67,-2.76,170.0,164.2,437400,72910000.0,69.23,3.55,27.04,203.15,5.08,深市A股
300422,博世科,4.94,-0.14,-2.76,5.13,4.92,7284400,36490000.0,26.37,2.38,-3.05,6.1,1.42,深市A股
001217,华尔泰,11.98,-0.34,-2.76,12.36,11.95,4894700,59430000.0,39.76,1.77,45.31,13.55,1.49,深市A股
600549,厦门钨业,55.62,-1.58,-2.76,57.9,55.23,50549700,2845360000.0,883.02,5.14,38.21,62.92,3.25,沪市A股
603960,克来机电,20.4,-0.58,-2.76,21.06,20.4,7675300,158680000.0,53.49,4.78,97.14,23.08,2.93,沪市A股
603608,天创时尚,9.51,-0.27,-2.76,9.88,9.5,8397900,81220000.0,39.92,3.77,-43.95,10.76,2.0,沪市A股
300334,津膜科技,7.39,-0.21,-2.76,7.72,7.39,5820500,43920000.0,22.32,3.68,202.06,9.12,1.93,深市A股
600298,安琪酵母,40.41,-1.15,-2.77,41.98,38.88,18375900,736230000.0,350.73,2.92,22.71,45.72,2.14,沪市A股
300074,华平股份,4.21,-0.12,-2.77,4.38,4.2,12162800,52180000.0,23.16,2.35,-31.9,5.2,2.21,深市A股
603330,天洋新材,6.66,-0.19,-2.77,6.92,6.65,4460200,30170000.0,28.82,1.89,-13.55,7.54,1.03,沪市A股
300077,国民技术,20.01,-0.57,-2.77,21.23,20.0,28356900,580630000.0,135.69,14.75,-117.57,24.7,5.01,深市A股
002591,恒大高新,7.01,-0.2,-2.77,7.26,6.98,9227000,65790000.0,21.04,3.2,-198.24,7.93,4.13,深市A股
603165,荣晟环保,15.46,-0.44,-2.77,15.95,15.38,17872200,280100000.0,49.54,2.52,22.14,17.49,5.58,沪市A股
000751,锌业股份,5.27,-0.15,-2.77,5.48,5.27,46402100,249050000.0,85.14,2.36,400.03,5.96,3.29,深市A股
301607,富特科技,44.15,-1.26,-2.77,46.09,44.15,2693800,121000000.0,68.62,6.02,72.53,54.49,2.49,深市A股
300383,光环新网,17.12,-0.49,-2.78,17.98,17.09,165680500,2884910000.0,307.75,2.42,80.68,21.13,9.24,深市A股
002229,鸿博股份,17.84,-0.51,-2.78,18.43,17.84,41657000,750990000.0,88.52,6.96,-30.18,20.19,8.45,深市A股
301063,海锅股份,23.47,-0.67,-2.78,24.32,23.42,2613400,62360000.0,24.49,1.56,73.44,28.97,2.7,深市A股
001212,中旗新材,48.92,-1.4,-2.78,50.78,48.8,3389300,168370000.0,98.31,5.72,322.2,55.35,1.95,深市A股
002198,嘉应制药,7.68,-0.22,-2.78,8.0,7.68,15135400,118570000.0,38.98,5.5,189.1,8.69,2.98,深市A股
002903,宇环数控,27.3,-0.78,-2.78,28.21,27.3,6395500,177100000.0,42.78,5.27,320.5,30.89,6.0,深市A股
002188,中天服务,6.64,-0.19,-2.78,6.95,6.63,10850200,73710000.0,21.72,6.7,306.77,7.51,4.22,深市A股
605338,巴比食品,25.15,-0.72,-2.78,26.03,25.1,2019700,51510000.0,60.25,2.58,22.07,28.46,0.84,沪市A股
300796,贝斯美,9.1,-0.26,-2.78,9.44,9.07,4907500,45220000.0,32.86,1.91,-100.0,11.23,1.36,深市A股
603922,金鸿顺,21.01,-0.6,-2.78,21.98,20.8,3777400,79890000.0,37.65,3.62,-326.4,23.77,2.11,沪市A股
300197,节能铁汉,1.75,-0.05,-2.78,1.83,1.75,53084300,94810000.0,51.89,5.29,-2.0,2.16,1.79,深市A股
300949,奥雅股份,37.95,-1.09,-2.79,39.52,37.89,891800,34490000.0,22.77,3.44,-8.07,46.85,2.6,深市A股
688261,东微半导,68.39,-1.96,-2.79,70.8,68.05,225169800,155920000.0,83.83,2.84,190.28,84.42,1.84,沪市A股
002356,赫美集团,3.49,-0.1,-2.79,3.63,3.49,30917300,109970000.0,45.76,7.37,-104.75,3.95,2.36,深市A股
300788,中信出版,29.26,-0.84,-2.79,30.29,29.24,3229900,96030000.0,55.64,2.53,42.77,36.12,1.7,深市A股
002846,英联股份,14.31,-0.41,-2.79,14.76,14.3,5530100,80140000.0,60.1,4.25,-151.49,16.19,2.15,深市A股
603045,福达合金,28.2,-0.81,-2.79,29.46,28.0,2879800,82700000.0,38.2,3.75,83.7,31.91,2.13,沪市A股
300806,斯迪克,42.09,-1.21,-2.79,44.3,42.09,9174800,394660000.0,190.79,8.41,347.64,51.96,2.9,深市A股
603505,金石资源,17.77,-0.51,-2.79,18.32,17.74,10674500,191510000.0,149.56,8.57,58.19,20.11,1.27,沪市A股
601388,怡球资源,3.83,-0.11,-2.79,4.09,3.81,194795500,759350000.0,84.31,1.84,454.5,4.33,8.85,沪市A股
000911,广农糖业,6.62,-0.19,-2.79,6.91,6.6,7955900,53650000.0,26.5,22.08,96.94,7.49,1.99,深市A股
